"repo","commit","insertion","deletion"
"request","128","7179","2802"
"rerddap","250","148775","22919"
"reReg","163","23004","7098"
"rerf","390","409011","114612"
"resemble","154","20812","7469"
"reshape2","233","14923","9728"
"ResistorArray","6","1676","27"
"ResourceSelection","1190","96082","56881"
"restez","211","61802","16745"
"restorepoint","54","6744","3937"
"resumer","117","10616","476"
"rethinker","42","2231","934"
"reticulate","1754","109965","72864"
"reutils","54","10737","4559"
"reval","24","2305","1103"
"revdbayes","298","34217","6311"
"revealjs","104","51628","25155"
"revengc","108","15789","1942"
"rex","190","8645","3655"
"Rexperigen","28","1784","133"
"Rfacebook","235","7134","2113"
"rfacebookstat","332","4742","1921"
"rfbCNPJ","25","745","71"
"rfisheries","134","1696","803"
"rfm","218","50677","15752"
"rfml","74","13213","6243"
"RFormatter","25","631","74"
"rfPermute","126","11681","5864"
"Rfssa","110","4412","1425"
"rFTRLProximal","30","2859","1077"
"RGA","839","23074","14564"
"rgabriel","23","1753","564"
"rgbif","1139","294572","196626"
"rgdax","68","2770","422"
"RGeckoboard","12","785","116"
"RGENERATE","10","2180","280"
"RGENERATEPREC","21","15150","4189"
"rgeopat2","54","3821","270"
"RGF","417","71222","18066"
"rgho","149","3888","1001"
"rglobi","227","6765","2174"
"RGreenplum","15","803","82"
"rgsp","8","2868","74"
"rgw","15","432","39"
"RH2","16","957","301"
"rhandsontable","471","138158","97807"
"rhierbaps","29","24746","466"
"rhli","9","19325","9"
"rhmmer","28","3963","801"
"rhub","151","8354","5024"
"rhymer","52","26530","877"
"riceware","41","72550","149"
"ridge","23","19106","386"
"ridigbio","143","4170","1907"
"riem","68","5093","3639"
"RiemBase","50","7883","2443"
"rif","46","4950","1168"
"riingo","38","8485","1577"
"rijkspalette","18","35916","419"
"Rilostat","11","3062","64"
"RImageJROI","79","2765","660"
"ring","212","19881","6570"
"rintrojs","127","14881","9860"
"rio","418","18800","7215"
"Rip46","16","974","275"
"riskclustr","87","13907","4099"
"riskParityPortfolio","508","68346","21253"
"RiskPortfolios","73","7543","3283"
"riskyr","1719","226838","72795"
"ritis","142","17015","8039"
"rivr","54","11577","585"
"rjade","12","428","26"
"RJSDMX","372","57880","38274"
"rjsonapi","61","2372","736"
"rjstat","183","15464","2101"
"rKIN","25","3399","205"
"rlang","3090","227698","150926"
"rlas","343","74634","14923"
"rleafmap","77","4126","757"
"Rlinkedin","153","4315","1334"
"rlist","545","17111","10263"
"rlo","61","3592","584"
"RLRsim","33","4100","1023"
"rLTP","59","2836","1584"
"RLumShiny","285","24522","10321"
"rly","323","15337","5716"
"rmapshaper","567","238776","200421"
"rmapzen","225","83020","3209"
"RMariaDB","1043","74889","40972"
"RmarineHeatWaves","200","11309","6482"
"rmatio","378","90403","55721"
"RMAWGEN","8","11680","1638"
"rmd","8","1738","20"
"rmda","55","67180","62759"
"rmdformats","260","28884","4631"
"rmdshower","100","418484","414114"
"RMixpanel","92","2664","770"
"RMOA","94","5671","1910"
"RMOAjars","94","5671","1910"
"rmonad","481","29593","17723"
"RMRAINGEN","9","6012","482"
"rmumps","84","993516","503966"
"rmweather","85","4962","1449"
"rnaturalearth","256","6798","2967"
"RnavGraphImageData","471","357064","25872"
"rncl","181","38431","2879"
"RNeXML","938","2172912","1520345"
"rngtools","49","25046","1981"
"RNHANES","233","11730","1574"
"RNifti","229","32708","4139"
"RNiftyReg","489","152104","98855"
"Rnightlights","220","44141","29513"
"rnoaa","1040","73566","33893"
"RNRCS","36","2276","1050"
"rnrfa","159","9593","6527"
"Rnumerai","33","2682","1358"
"roadoi","123","5487","3818"
"robets","34","5979","569"
"RobinHood","105","4575","1666"
"robis","134","6390","2572"
"robotstxt","205","17650","7914"
"robumeta","34","10065","682"
"robustBLME","16","20460","5461"
"robustlmm","66","35175","14059"
"rococo","6","3480","6"
"Rodam","35","13107","736"
"RODBCext","80","17386","6395"
"rODE","456","52103","12021"
"rodeo","247","46810","34420"
"rodham","180","4974","2196"
"roll","116","16067","8551"
"rollmatch","56","352531","82368"
"rollply","136","8606","3242"
"rollRegres","32","3074","623"
"rolypoly","9","1821","14"
"rootWishart","44","5759","4853"
"ropenaq","345","31294","19153"
"ropendata","7","948","112"
"ROpenDota","33","2123","1048"
"ROpenFIGI","15","1060","8"
"ropercenter","72","1038","455"
"Ropj","38","544","218"
"roptim","35","5464","588"
"ROptimizely","12","834","7"
"rorcid","183","11453","6280"
"rorutadis","62","8524","2786"
"rosm","117","5651","2717"
"rospca","81","3383","948"
"rotations","676","2205285","1066496"
"rotl","792","32967","10678"
"RoughSets","75","25738","6344"
"roundhouse","35","3234","1782"
"routr","59","2876","1030"
"rowr","15","2831","1912"
"roxygen2","1988","189043","48392"
"rPackedBar","51","2868","735"
"RPANDA","747","49234","23996"
"rpartitions","223","104835","13643"
"RPEXE.RPEXT","3","7233","923"
"rpf","415","83097","70943"
"Rphylopars","46","17075","13282"
"rphylopic","106","5687","2424"
"rpicosat","53","10437","271"
"rpivotTable","88","203481","104481"
"rplos","547","94737","33300"
"rpostgisLT","547","163397","23744"
"RPostgres","783","77139","54460"
"RPostgreSQL","289","104279","18554"
"rppo","89","3517","1479"
"rPraat","81","155431","35126"
"rprev","553","90658","59935"
"rprime","103","9615","4081"
"rprintf","45","1673","881"
"RProtoBuf",NA,NA,NA
"rpubchem","556","107263","7705"
"RPublica","13","1135","479"
"RPyGeo","229","9477","3345"
"rqdatatable","260","29843","12078"
"RQEntangle","48","1422","210"
"RQGIS","1177","40250","17889"
"rquery","936","187108","107066"
"rr2","200","19002","10201"
"Rraven","69","35520","16146"
"rredlist","93","44714","1646"
"rrepast","32","12162","3107"
"rroad","122","50399","908"
"RRPP","147","15000","5459"
"rrr","229","44910","34957"
"RSAGA","291","23614","8800"
"RSAlgaeR","164","30426","5381"
"rsample","192","52915","12906"
"RSauceLabs","126","16267","986"
"rscala","1107","575788","382244"
"rscimark","18","1654","79"
"rscopus","211","19940","2625"
"rscorecard","96","37708","1739"
"rsdmx","430","134115","7364"
"rsed","20","1836","262"
"RSelenium","455","77198","36355"
"RSGHB","140","2781551","758664"
"rsimsum","278","74261","14684"
"rsinaica","113","6563","2785"
"rslp","91","12959","9630"
"rslurm","138","7483","5385"
"RSmartlyIO","18","313","46"
"rsMove","454","32032","22479"
"RSNNS","162","161884","31097"
"rsnps","187","80761","9142"
"RSocrata","339","6076","3823"
"rsoi","113","5718","1448"
"Rsomoclu","582","38452","20614"
"rspa","134","5506","2955"
"rsparkling","1768","225509","142728"
"RSpectra","53","14143","2280"
"rsppfp","19","13502","4384"
"RSQLite","2012","815779","442066"
"Rssa","1040","47056","23584"
"RSSL","228","234439","212958"
"rstack","19","1489","1012"
"rstackdeque","30","7115","3687"
"rstap","97","44739","12129"
"RStata","92","1448","771"
"RStoolbox","608","31758","13619"
"rstudioapi","249","18238","2888"
"rsunlight","260","31677","23735"
"rsvd","97","9863","4332"
"rsvg","147","1421","602"
"RSvgDevice","354","10585","5071"
"rsyslog","18","685","106"
"rt.test","73","128","63"
"Rtauchen","9","617","266"
"rtdists","306","63279","18145"
"rtematres","67","5535","2851"
"rTensor","22","11596","210"
"rtext","149","44469","10322"
"Rtextrankr","31","3456","522"
"rticles","419","125311","11781"
"rtide","105","13015","3873"
"rtika","146","21890","8409"
"rtimes","107","11998","5181"
"rtimicropem","203","471016","359884"
"RTransferEntropy","313","12280","7308"
"rtrek","300","85379","53149"
"rtrim","394","50979","30489"
"rtson","61","93370","2233"
"rtype","19","1031","187"
"rtypeform","99","3810","1714"
"Ruchardet","50","41239","8091"
"rucrdtw","133","190957","113468"
"ruimtehol","190","11679","2323"
"ruin","59","5537","1557"
"ruler","75","19791","4860"
"rusk","27","1656","1075"
"rust","309","38987","6102"
"ruta","225","52376","24090"
"rv","50","35672","20116"
"Rvcg","699","2534067","1811384"
"rversions","46","2007","1313"
"rvertnet","276","11131","7823"
"rvest","234","5410","2404"
"rvg","248","23789","16253"
"RViennaCL","45","150791","21364"
"rwavelet","213","5424","1113"
"rWBclimate","110","14570","7346"
"RWiener","62","4337","2147"
"rworldmap","136","13141","3858"
"rwunderground","161","21926","10915"
"RXMCDA","32","22198","6061"
"RxODE","1983","395338","269120"
"rxylib","152","14098","1261"
"Ryacas","240","186671","129102"
"RYandexTranslate","25","1112","235"
"rym","87","4249","594"
"rYoutheria","51","4316","1980"
"rzmq","160","5981","1304"
"s2","129","69944","2556"
"sabre","133","7529","2291"
"saccades","44","1175","279"
"sadists","141","17334","6991"
"sads","501","22609","6522"
"saeSim","207","61498","31199"
"safer","8","6220","941"
"salesforcer","103","97319","14495"
"salty","96","3995","455"
"sampler","16","1281","71"
"samplesize","31","1336","238"
"samplesizeCMH","66","11987","2515"
"SamplingBigData","5","2253","16"
"SamplingStrata","391","165071","119915"
"sand","51","4048","311"
"sankey","56","2805","890"
"santaR","1","11649","0"
"SAR","40","16645","12516"
"sars","268","37829","14508"
"SAScii","25","1412","128"
"sasMap","66","4997","1869"
"SASxport","161","14629","1948"
"SAVER","219","13404","5328"
"sbfc","47","12021","5661"
"sbgcop","3","1231","501"
"sBIC","42","7903","2567"
"sboost","71","5524","3003"
"sbpiper","206","33296","7479"
"scales","425","49337","10394"
"scanstatistics","738","108671","41738"
"scatr","13","1371","256"
"scatterD3","513","26301","11277"
"scclust","162","45150","15471"
"scdhlm","149","15849","5552"
"scenario","8","592","47"
"SCGLR","35","16153","986"
"SchemaOnRead","16","4473","2923"
"scico","11","958","61"
"scidb","1351","69484","49685"
"SCINA","60","7486","252"
"SciViews","327","13270","9143"
"sclero","22","7150","1609"
"scopr","632","3352","1589"
"scorecard","237","25215","12247"
"scorer","213","36718","5247"
"scoringRules","583","23815","9819"
"SCORPIUS","209","14565","9957"
"ScottKnott","31","8359","3782"
"ScottKnottESD","89","1804","679"
"scPDSI","8","7294","122"
"SCPME","170","37733","18036"
"scriptexec","139","5137","2095"
"scriptuRs","15","2067","30"
"scrm","180","13086","3605"
"scrobbler","75","2266","879"
"scrubr","88","5786","1678"
"scs","694","68779","34523"
"sctransform","25","5353","504"
"sdcMicro","1178","168118","53728"
"sdcTable","370","288427","25642"
"SDEFSR","68","249076","225836"
"SDraw","289","53932","23764"
"searchable","59","6269","3420"
"searcher","34","2053","533"
"seas","29","34488","4782"
"SecKW","15","772","322"
"secret","108","5600","1731"
"securitytxt","6","3583","73"
"segmentr","157","5255","2466"
"segregation","81","10402","4149"
"Sejong","17","1139387","379850"
"seleniumPipes","369","39783","5472"
"SEMID","50","14472","7264"
"semPlot","139","11428","4412"
"semTools","491","160306","60734"
"semver","77","5765","578"
"sensiPhy","1413","92830","15790"
"sensR","29","23936","1046"
"SensusR","2653","976412","321455"
"SentimentAnalysis","55","7505","1269"
"sentimentr","358","42320","7477"
"sentometrics","264","405190","220675"
"seplyr","318","50041","13759"
"seqMeta","186","37183","3476"
"sequences","36","1398","152"
"sergeant","100","17514","5379"
"serrsBayes","40","12518","1755"
"servr","290","3030","1159"
"sessioninfo","58","1742","324"
"settings","56","3160","1920"
"Seurat","2018","229385","76444"
"sf","2759","156312","105596"
"sfc","19","1002","211"
"sFFLHD","41","1518","204"
"sglOptim","6","16172","432"
"sgmcmc","116","67990","42254"
"SGP","6060","184219","66835"
"SGPdata","155","13008","1256"
"shades","128","3660","654"
"shadowtext","16","917","376"
"shallot","110","17433","3683"
"shapeR","14","4156","130"
"shar","192","38649","19255"
"SharpeR","334","50937","24180"
"sharpshootR",NA,NA,NA
"sharx","1082","114880","32196"
"SHELF","72","17859","2104"
"shelltrace","10","4593","57"
"shiftR","93","2663","901"
"shiny.i18n","86","2124","450"
"shinyalert","36","2131","499"
"shinyanimate","28","558","73"
"shinyBS","214","36538","20105"
"shinycssloaders","51","3642","967"
"shinydashboard","312","24655","8572"
"shinydashboardPlus","125","54497","19085"
"shinyDND","31","885","335"
"shinyEffects","14","7444","738"
"shinyFiles","181","12742","6371"
"shinyHeatmaply","144","5754","919"
"shinyjqui","102","17146","5680"
"shinyKGode","134","29636","26517"
"shinyLP","48","1866","852"
"shinymaterial","190","18729","2430"
"shinyrecap","32","2793","765"
"shinytest","629","30141","9347"
"shinythemes","50","2287","469"
"shinyTime","49","1518","186"
"shinytoastr","14","626","24"
"shinyWidgets","263","97169","18976"
"shopifyr","32","5659","562"
"ShortForm","152","10166","2765"
"showimage","25","509","153"
"showtext","221","62224","7571"
"ShrinkCovMat","50","2124","759"
"shutterstock","69","9342","1318"
"sicegar","104","69187","49875"
"sidrar","29","1699","501"
"sigmaNet","79","60450","17205"
"signalHsmm","181","9761","3656"
"sigr","195","34450","8654"
"Sim.DiffProc","62","816","59"
"simboot","41","10881","3097"
"simcausal","158","30679","13231"
"simcdm","35","4876","1542"
"SimCorMultRes","43","6350","3118"
"SimCorrMix","27","26915","6757"
"SimDesign","473","19405","9145"
"simex","47","2847","147"
"SimInf","1721","98261","43457"
"simIReff","60","3701","971"
"simmer","1087","100464","50958"
"simmer.bricks","41","1575","268"
"simmer.plot","125","3921","1830"
"SimMultiCorrData","23","34941","10294"
"SimPhe","5","17305","13996"
"simpleCache","236","5740","2934"
"simplegraph","42","3956","238"
"simPop","546","57814","37148"
"simputation","153","5739","1961"
"simr","441","27837","12819"
"SimRepeat","20","40361","3569"
"simtimer","77","4840","4038"
"simukde","10","1850","133"
"simule","46","13516","6981"
"sinew","185","21899","18158"
"SingleCaseES","228","19427","7977"
"SinIW","12","927","510"
"SIRItoGTFS","99","6532","3571"
"sirt","56","140660","68435"
"sitar","538","20947","9169"
"sitmo","64","7758","744"
"SiZer","1","3","0"
"sjlabelled","131","62511","33669"
"sjmisc","705","482487","377058"
"sjPlot","955","203936","121221"
"sjstats","543","197714","157333"
"skeleSim","700","69728","28917"
"skeletor","49","1385","275"
"skpr","437","40410","19829"
"skynet","180","26115","9673"
"SkyWatchr","71","7904","678"
"slackr","127","4957","2027"
"sleepr","595","1778","590"
"slfm","45","1794","748"
"slickR","99","139667","52263"
"sloop","75","2254","879"
"slouch","206","69765","24486"
"slowraker","153","13157","2014"
"smaa","72","33154","28998"
"smam","87","16565","3136"
"smapr","246","9127","2586"
"smartdata","117","7719","2685"
"smcUtils","102","3600","1693"
"sme","37","45787","40327"
"SMFilter","38","4636","71"
"Smisc","170","43113","27089"
"smoof","465","59456","9996"
"smooth","1485","82195","42925"
"smoothr","58","10998","2691"
"smpic","5","778","18"
"snakecase","634","23942","10101"
"SnakeCharmR","60","11244","6828"
"snotelr","96","8521","1963"
"snp.plotter","32","143800","3589"
"snpEnrichment","90","37105","2232"
"soc.ca","118","50390","32695"
"sodium","111","7277","3590"
"sofa","258","32120","22898"
"SOIL","6","955","87"
"soilcarbon","409","42519","9824"
"soilDB",NA,NA,NA
"soiltexture",NA,NA,NA
"soilwater","9","1812","416"
"solaR","206","57208","10246"
"solarius","311","21661","3705"
"solartime","11","2031","359"
"solitude","12","1061","137"
"solrad","28","8957","6992"
"solrium","370","42536","24253"
"solvebio","304","14383","4155"
"soma","21","999","50"
"sortinghat","38","7200","2220"
"sorvi","249","35701","28364"
"sotkanet","105","7396","4154"
"sotu","6","396","15"
"soundecology","123","71560","65527"
"sp","161","39396","874"
"spaa","8","2940","1395"
"spacetime","310","40305","26893"
"spAddins","99","26510","12621"
"SpaDES","5559","1363882","1212988"
"SpaDES.addins","71","6977","961"
"SpaDES.tools","465","55742","17392"
"spanish","50","10004","1040"
"spareserver","30","1200","298"
"spark.sas7bdat","19","390","86"
"sparkbq","71","2905","650"
"sparkTable","137","17233","4784"
"sparr","145","94774","21355"
"sparsebn","137","2377","511"
"sparsebnUtils","400","11988","3832"
"sparseEigen","177","301086","82505"
"sparseIndexTracking","77","15803","11451"
"sparseLDA","14","1195","180"
"sparsepca","46","3457","1275"
"sparsepp","167","25783","7540"
"sparsestep","22","2569","661"
"sparsevar","240","11011","5997"
"sparsio","21","6592","6037"
"SpatialEpi","101","55407","39838"
"SpatialEpiApp","24","11834","247"
"SpatialGraph","7","2122","44"
"SpatialPosition","94","9718","5223"
"spatialwarnings","596","342807","293982"
"spatialwidget","129","13798","4940"
"SpatMCA","47","3082","207"
"SpatPCA","65","1776","263"
"spatsoc","872","65543","23225"
"spbabel","385","34444","20484"
"spdep","176","101177","17866"
"spdplyr","221","14546","6004"
"spduration","194","39283","25227"
"spdynmod","75","8819","3953"
"SpecHelpers","8","3080","348"
"spectacles","19","7563","106"
"spectrolab","495","73496","24021"
"spef","25","8864","291"
"spelling","100","1794","764"
"spemd","15","950","134"
"spew","459","9392639","3258358"
"spex","51","12371","717"
"spiderbar","14","6541","244"
"spind","391","13751","5894"
"splashr","76","7925","2150"
"splines2","198","15732","3744"
"splinetree","105","38476","18431"
"splithalf","62","8836","7513"
"splitstackshape","157","6732","3093"
"splot","184","14038","6378"
"spMaps","46","998","294"
"spocc","708","62805","34769"
"spongebob","33","2983","176"
"spongecake","36","122453","1794"
"sport","171","12358","7932"
"spotifyr","141","22812","10150"
"SPUTNIK","59","10934","2012"
"SPYvsSPY","6","1027","30"
"sqldf","121","7539","2250"
"sqliter","30","1421","535"
"SqlRender","445","39022","13756"
"sqlscore","168","5751","2510"
"sqlutils","41","2845","1452"
"squid","165","24468","11344"
"srvyr","382","26878","7587"
"ss3sim","2764","305633","108310"
"SSBtools","11","7727","1534"
"ssc","132","14408","5941"
"SSDM","109","31812","17373"
"ssdtools","220","29536","11778"
"ssh.utils","14","1304","265"
"SSM","18","6660","2748"
"sss","57","11746","5474"
"stability","15","12940","3354"
"stablespec","23","4555","669"
"stabs","130","8387","2614"
"stagePop","5","2585","28"
"standardize","29","5249","1481"
"stapler","29","2580","572"
"starmie","197","235619","57363"
"stars","609","42952","23720"
"STARTS","33","3501","1795"
"startup","370","8704","3305"
"Stat2Data","43","8862","1857"
"statar","950","169072","150810"
"statebins","66","5451","3451"
"states","43","8804","1914"
"statesRcontiguous","107","392790","1511"
"statip","13","2466","180"
"stats19","345","13330","7216"
"statsDK","5","1657","149"
"statsr","107","9762","1569"
"stdvectors","15","2255","225"
"steemr","33","9849","3295"
"SteinerNet","41","9285","7364"
"stemmatology","105","14761","6917"
"STEPCAM","87","7240","3008"
"stevedore","786","81359","14058"
"sticky","46","2616","889"
"stlplus","36","3754","1703"
"STMedianPolish","6","1618","0"
"stminsights","115","23106","14129"
"StMoMo","201","24764","12216"
"StockChina","19","857","193"
"stopwords","51","5899","1110"
"stormwindmodel","189","44194","5654"
"storr","338","19032","8685"
"stplanr","1349","102076","18565"
"strat","22","825","54"
"strataG","340","52376","30167"
"stratEst","87","27143","9765"
"StreamMetabolism","8","1545","680"
"stressr","5","295574","265162"
"strex","24","23851","797"
"strider","99","6331","1859"
"stringb","50","31120","2034"
"stringdist","551","22068","8013"
"stringr","444","85778","67395"
"strip","12","1130","215"
"striprtf","124","76171","3945"
"StroupGLMM","15","17426","3022"
"stubthat","90","3931","1870"
"STV","61","1386","579"
"styler","1285","57572","25179"
"stylest","40","3078","770"
"stylo","268","46730","17376"
"subgroup.discovery","108","6045","4257"
"subplex","83","5780","1751"
"subprocess","144","9603","4074"
"summariser","41","809","157"
"summarytools","828","1427131","1328372"
"SUMMER","148","10513","6814"
"sunburstR","159","97156","19538"
"suncalc","12","1750","78"
"sundialr","58","216240","157836"
"supc","189","9248","1713"
"SuperExactTest","25","2338","147"
"SuperLearner","399","20814","8578"
"superml","72","27202","2769"
"supernova","64","3572","2175"
"supervisedPRIM","84","2096","206"
"sure","121","20606","8605"
"survBootOutliers","20","2648","1408"
"surveydata","132","28945","12295"
"surveyplanning","46","3961","1823"
"surveysd","253","36469","25533"
"survHE","164","74505","9927"
"survival","811","397052","50985"
"survivalsvm","45","7219","264"
"survsup","31","4167","2904"
"survtmle","331","41395","13689"
"survutils","142","3761","1956"
"survxai","134","17134","5691"
"svd","63","19145","1420"
"svDialogs","31","10248","4415"
"svglite","354","10585","5071"
"svgPanZoom","77","33397","2488"
"svGUI","43","3895","1918"
"svMisc","49","25071","15832"
"svyPVpack","16","2836","27"
"swagger","33","1199","448"
"swatches","16","2755","882"
"sweep","71","20666","6791"
"sweidnumbr","243","6983","3555"
"swfscMisc","59","5369","1603"
"switchr","184","15343","5126"
"switchrGist","10","521","327"
"swmmr","165","26797","9262"
"sylcount","100","183557","76061"
"symDMatrix","282","5931","3279"
"SympluR","32","1359","220"
"synchrony","17","4566","105"
"synlik","40","33306","10859"
"synRNASeqNet","11","2556","764"
"sys","404","5419","3508"
"sysfonts","83","6818","972"
"syt","24","1360","124"
"syuzhet","133","66282","1489"
"taber","15","383","59"
"tableHTML","268","24206","3763"
"tableone","761","38525","20625"
"tableschema.r","361","31524","13294"
"tabplot","312","58800","49882"
"tabplotd3","112","23940","11243"
"tabr","357","35703","6160"
"tabula","208","15124","4696"
"tabularaster","133","13698","5307"
"tabulizerjars","23","238","30"
"tactile","194","27755","11942"
"tadaatoolbox","508","33304","12235"
"tailloss","1","33879","0"
"tailr","132","15572","6344"
"taipan","331","10963","5134"
"TAM","74","77744","35660"
"TanB","12","1332","398"
"taskscheduleR","49","1422","307"
"tatoo","364","20840","12522"
"tauturri","114","19052","2364"
"taxa","486","57261","20421"
"taxize","1918","220652","92767"
"taxizedb","150","5869","1807"
"taxlist","214","14812","10107"
"tbd","31","2219","458"
"tbdiag","201","5314","1995"
"tbltools","111","17820","4710"
"tbrf","88","20535","9899"
"tcpl","223","2196361","1973326"
"tcR","378","17569","5047"
"TDAmapper","18","3252","319"
"TDAstats","181","9926","563"
"tdr","24","1212","77"
"teachingApps","819","367600","168561"
"teamcolors","21","781","135"
"telegram","76","2194","808"
"telegram.bot","168","11974","3910"
"temperatureresponse","12","2980","793"
"tensorflow","1194","78069","66256"
"tensorr","110","21202","2438"
"Ternary","133","2708","777"
"tesseract","194","3338","1599"
"testDriveR","135","28826","12623"
"testextra","22","4451","377"
"testit","133","1250","430"
"testthat","1421","170335","73837"
"testthis","223","7802","4860"
"TeXCheckR","923","270665","10547"
"TexExamRandomizer","42","13964","362"
"texmex","1066","71615","41117"
"texPreview","220","50841","24111"
"texreg","302","77384","56038"
"textclean","209","139502","130294"
"textfeatures","129","10068","5248"
"TextForecast","34","50974","2789"
"textmineR","532","41524","9508"
"textrank","11","1272","219"
"textreadr","156","7685","2721"
"textrecipes","96","2649278","5243380"
"textreuse","273","1136206","547130"
"textshape","142","13923","5445"
"textstem","49","1917","371"
"textTinyR","61","112535","67658"
"tfdatasets","266","21810","14127"
"tfestimators","968","173163","39387"
"tfio","412","37822","7795"
"TFMPvalue","50","2590","395"
"tfruns","418","32605","10913"
"ThankYouStars","26","490","133"
"themetagenomics","292","15416","6452"
"Thermimage","181","360632","314047"
"thief","52","3636","660"
"thor","177","28512","4120"
"ThreeArmedTrials","27","14170","5047"
"threshr","151","7358","2644"
"thriftr","136","9482","3937"
"tibble","3037","293385","156628"
"tibbletime","257","60458","19276"
"tictactoe","46","2421","269"
"tictoc","22","1789","101"
"TiddlyWikiR","23","47132","1113"
"tidyboot","26","1437","617"
"tidycensus","187","76833","15225"
"tidygenomics","21","1714","84"
"tidygraph","183","11402","1072"
"tidyhydat","512","39812","16236"
"tidyimpute","13","2888","231"
"tidyLPA","578","87466","53251"
"tidyposterior","120","57960","28873"
"tidyquant","345","55268","23047"
"tidyr","636","105938","60556"
"tidyRSS","67","2833","1996"
"tidytext","539","1128546","691152"
"tidytransit","447","128999","88248"
"tidytree","49","4807","2855"
"tidyverse","172","13097","10852"
"tidyxl","633","49325","23020"
"tigerhitteR","5","1098","261"
"tigreBrowserWriter","19","1963","897"
"tigris","202","13488","3396"
"tikzDevice","1215","57798","24858"
"tilegramsR","30","300305","294712"
"tiler","136","36016","1210"
"timeline","9","942","145"
"timelineS","22","1707","323"
"TimeProjection","42","435","146"
"timeR","28","4365","3930"
"timereg","531","325041","37584"
"TimeSeries.OBeu","179","33243","5406"
"timeseriesdb","446","16406","8702"
"timetk","122","27576","11554"
"timevis","101","6491","2077"
"tinsel","48","1970","632"
"tinter","46","5854","2859"
"tinytex","304","2906","747"
"tiobeindexr","39","766","255"
"tls","3","1098","88"
"tm.plugin.factiva","638","274127","20721"
"tm.plugin.lexisnexis","638","274127","20721"
"tm.plugin.webmining","61","7055","3064"
"tm1r","9","2841","9"
"tmap","1009","309579","72828"
"tmaptools","112","12459","4552"
"Tmisc","157","15840","2891"
"tnam","86","3105","1198"
"togglr","108","21266","11431"
"toOrdinal","122","11688","1366"
"tor","110","16582","13486"
"tosca","25","12121","168"
"totalcensus","143","644618","12609"
"TotalCopheneticIndex","45","657","239"
"touch","93","235095","9247"
"tourr","361","33011","23139"
"TPMplt","42","109873","2909"
"tracer","61","1744","567"
"trackdem","91","16346","8817"
"trackeR","584","4964943","3184495"
"TRADER","53","3893","528"
"TrafficBDE","59","4380","1962"
"traitdataform","310","47256","12652"
"traits","322","12345","7087"
"TrajDataMining","62","130438","1857"
"trajectories","261","44265","25753"
"trajr","144","23620","9176"
"transformr","48","3870","1527"
"TransP","6","409","47"
"treatSens","260","51893","20719"
"TreeBUGS","238","25476","9261"
"treecm","170","10854","4661"
"treeDA","36","3184","598"
"treemapify","242","15101","7997"
"TreeSearch","878","41605","14980"
"treespace","83","137121","29297"
"treestartr","89","32211","2954"
"trekfont","32","1129","76"
"trelliscopejs","253","9115","3535"
"trelloR","546","25212","7814"
"trialr","83","109036","54678"
"triangle","47","9031","1183"
"tribe","24","2681","431"
"triebeard","72","7597","1685"
"trigpoints","81","22539","284"
"TriMatch","72","8314","3743"
"trip","222","96054","9566"
"tripEstimation","31","3905","37"
"TropFishR","727","94295","54145"
"trread","435","128627","88271"
"truncnorm","54","3639","1059"
"tryCatchLog","143","14616","4601"
"tsDyn","965","107039","54044"
"tsensembler","24","20097","10421"
"tsfknn","74","1696","404"
"tsmp","177","67893","20971"
"tsne","10","536","200"
"tspmeta","23","3339","606"
"TSPred","133","29648","11582"
"tsutils","14","5772","1266"
"TTR","236","26631","13906"
"tuber","297","67162","29995"
"tubern","29","6892","856"
"tuckerR.mmgg","18","2044","489"
"tufte","121","1955","265"
"tufterhandout","32","5033","3707"
"TukeyC","48","12074","7516"
"tumgr","62","3837","1700"
"TVsMiss","37","9662","7335"
"tweenr","92","8602","3073"
"twfy","47","8494","1562"
"twilio","14","885","188"
"TwoRegression","99","197192","137006"
"twosamples","11","2094","18"
"twoway","153","4966","1014"
"txtq","61","1869","616"
"uaparserjs","9","6582","26"
"uavRmp","113","62682","16438"
"ubci","29","6084","1754"
"UBL","114","48560","6612"
"UCSCXenaTools","104","39676","27106"
"udapi","11","396","43"
"udpipe","223","49404","2889"
"udunits2","68","4322","588"
"uiucthemes","55","9139","3630"
"umx","1772","141268","91212"
"UNF","167","15420","8599"
"ungroup","78","7833","2694"
"uniformly","5","1917","18"
"UniIsoRegression","2","1779","108"
"uniqtag","18","434","26"
"UnitCircle","6","272","13"
"unitizer","2038","105391","48057"
"units","655","47305","24969"
"univOutl","9","1105","28"
"unix","65","3761","1028"
"unjoin","38","3020","713"
"unmarked","750","156379","55392"
"unpivotr","540","78123","41066"
"unrtf","33","11869","70"
"unvotes","23","1275","371"
"UpSetR","362","17047","5769"
"uptasticsearch","243","58549","39699"
"urlshorteneR","248","17245","13777"
"urltools","241","10771","4802"
"useful","226","9610","2766"
"usethis","1548","76768","49494"
"usfertilizer","32","42819","2670"
"ustyc","5","946","83"
"utf8","158","12507","5161"
"utilsIPEA","67","1322043","1321258"
"utiml","247","41528","23252"
"V8","329","23772","17278"
"vagalumeR","47","3058","1015"
"valaddin","641","18884","11454"
"validann","30","3768","936"
"validate","516","34677","8083"
"validatetools","136","11729","1658"
"valr","809","135903","98890"
"valuer","119","15700","6428"
"vanddraabe","26","24183","164"
"varband","30","2262","93"
